GDP Real (USD),GDP growth (%),Per Capita,World Population,Net Change,Population change (%),CO2 emissions change,CO2 emissions per capita,Population Density (P/Km²),Fossil CO2 Emissions (tons) (lag1),CO2 emissions per capita (lag1),World Population (lag1),GDP Real (USD) (lag1),GDP growth (%) (lag1)
-1.0379891664588985,-0.4982778050819363,-1.1080938522013588,-1.0953834449921516,-0.035272171689068155,1.2343514106562519,-0.4375809413829948,-0.8670948892196042,-1.032063858181963,-1.0372336177798471,-0.6880583048879244,-1.09624578532537,-1.0092721150557677,-2.200723652528513
-0.7560157314759693,0.5285845052121426,-0.7625911163601652,-0.7452739215292685,1.4104991371296947,1.2737456046133662,0.8517501893068561,-0.5507224296394794,-0.735619984023314,-0.7955019063763151,-0.7571199191331824,-0.7527861946503229,-0.7571249177263307,0.06651960359309908
0.8867860201637043,1.1795418626307108,0.9985429118821093,0.8658051197964587,-0.07075402615325573,-0.9717234509421554,0.9785696447845463,0.9959873727522431,0.8948213238492554,0.8570532705960852,0.6241123657719475,0.8669629141008708,0.8111076510299232,0.7511339074004848
-1.0870280247167992,-1.1308983355309672,-1.078050136041255,-1.2628292499271105,-0.7526746562384146,1.1949572166991378,-1.7956059437899277,-0.23434997005935443,-1.328507732340612,-0.928240733469252,0.313335101668294,-1.2603859228114223,-1.046171704908856,-1.1033909155714212
-0.07560157314759708,0.711952774907514,-0.09590674823595731,0.12403359938900951,-0.43115656185782164,-0.42020473554255333,0.2123687679401677,-0.7967898982018001,0.15371163845263297,-0.18378738434506417,-0.8607123405010648,0.12623209165993668,-0.10523216365510364,0.3698297381913077
-0.17980914694563607,0.372721475971077,-0.2239502052040187,0.04184363724296887,-0.3395688924304129,-0.34141634762832496,0.20708462396193064,-0.8670948892196042,0.0054897013733084706,-0.2642336899428338,-0.9297739547463229,0.043522475518343984,-0.19133120664564307,-0.0461384464005216
1.1197205968887327,-1.0208773737137444,1.2410386208886615,1.0376771098907158,0.47856149139360016,-0.9323292569850412,-0.49570652514360286,1.277207336823466,1.04304326092858,1.2424126302687448,1.34925931534714,1.0363449100805586,1.1247541647811738,1.054444041998694
1.3771746027427114,0.15267955233663155,1.409855692645435,1.302397136140907,0.8992991833797187,-1.0111176448992703,0.8411819013503816,1.945104751492621,1.3394871350872288,1.5481303531306354,1.5909749652055383,1.29928322706891,1.3215519773309783,1.1844340996836402
-0.2656271488969623,-0.0673623712978139,-0.32981853833962255,-0.04078808110675924,-0.30847291475752503,-0.22323376575698176,0.7196465898509288,-0.9373998802374115,0.0054897013733084706,-0.38163135844687596,-1.136958797482091,-0.03933726772002423,-0.26513038635181974,0.16184564589539305
1.8859527571684311,-0.03985713084350806,1.8798252525784873,1.6596090953812594,0.8342156471063081,-1.2868770025990708,-1.008268491032601,1.6990372829303002,1.6359310092458779,1.9782112181810965,1.9362830364318193,1.6571461481363747,1.8258463719898521,-0.020140434863532116
