Battery Capacity (kWh),Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_BMW i3,Vehicle Model_Chevy Bolt,Vehicle Model_Hyundai Kona,Vehicle Model_Nissan Leaf,Vehicle Model_Tesla Model 3,Charging Station Location_Chicago,Charging Station Location_Houston,Charging Station Location_Los Angeles,Charging Station Location_New York,Charging Station Location_San Francisco,Time of Day_Afternoon,Time of Day_Evening,Time of Day_Morning,Time of Day_Night,Day of Week_Friday,Day of Week_Monday,Day of Week_Saturday,Day of Week_Sunday,Day of Week_Thursday,Day of Week_Tuesday,Day of Week_Wednesday,Charger Type_DC Fast Charger,Charger Type_Level 1,Charger Type_Level 2,User Type_Casual Driver,User Type_Commuter,User Type_Long-Distance Traveler
-0.6491589802391117,2024-02-18,2024-02-18,-0.2983008664524908,1.4745458648932075,0.6756960473323127,0.2985475462345979,0.7385030174447917,1.3298252070102323,-0.41339320207825375,1.0085578280632448,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
0.5335487667510319,2024-02-12,2024-02-12,-0.7191095413347445,-1.5263643050057913,-0.9700226164817116,1.4654338134304017,0.803378664548329,-0.23709561380920657,-1.334818491705612,-1.1429524390937087,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
-0.6491589802391117,2024-01-10,2024-01-10,0.6079852149075327,-1.6129290214451855,-0.36279094796107125,1.257511314416031,-1.2632849782787627,-0.7231279458836278,0.03629441207635995,-0.28234833223092737,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
-1.2662238917122302,2024-01-25,2024-01-25,0.13082235963490052,-0.22789355841487838,-0.014614580811798377,0.09230522903044378,0.03797078958640822,0.5039258758974293,-0.8356852855042802,-0.28234833223092737,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
-0.6491589802391117,2024-01-12,2024-01-12,0.778433514612858,1.5611105813326016,-0.8242568055059856,-0.37184499604204113,-1.1179385765948773,0.010188153192559784,-1.151736164397493,-0.28234833223092737,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1.3048799060924299,2024-01-14,2024-01-14,0.4943530151039822,1.224470017401624,0.9498566140897657,-1.5920770357122396,-0.37249243920327657,-1.4636752577053131,-0.07996954760105875,1.0085578280632448,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
-1.2662238917122302,2024-01-18,2024-01-18,0.8297065803778747,0.7435549260716563,0.40984337653720626,0.09818586536620379,-0.5640003590185243,0.29125709449706055,-0.5684118149814786,1.4388598814946356,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
-0.6491589802391117,2024-01-14,2024-01-14,-1.1274463894092914,1.3975994502804125,-1.6716621936653868,-0.701580676297155,2.3666322380239366,0.010188153192559784,-1.3154411650927091,0.5782557746318541,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
-0.6491589802391117,2024-02-11,2024-02-11,-0.7292717705854684,0.8589745479908486,0.20667755709435537,0.70263127159182,0.06354676584838014,1.670522017347278,-0.06393313936969064,-1.5732544925250995,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0.01932800719009993,2024-01-21,2024-01-21,1.0426514751316827,0.9359209626036435,0.9966829367866313,-0.9326056752020119,-1.179695202203052,-0.7263286466070449,0.7986919867426513,0.14795372120046338,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0.5335487667510319,2024-01-29,2024-01-30,-0.20545504466178513,0.002945685423505929,-1.7343490450176422,0.2687243191032436,1.648633489791525,0.2587759093779406,0.6015778022320852,0.14795372120046338,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
-1.2662238917122302,2024-02-03,2024-02-04,-1.5339355594382522,-0.23751186024147794,-0.8839226037810237,0.04862050196479816,-0.6525805694868151,1.5058637467981633,-1.6274829419280799,0.5782557746318541,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0.01932800719009993,2024-02-21,2024-02-21,-1.43924205960196,-1.4301812867397978,-0.014614580811798377,1.1167960878103451,1.4714730688549433,1.1298406840322939,1.3633071932220697,0.5782557746318541,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
-1.2662238917122302,2024-02-22,2024-02-22,-0.7255764144942962,-0.516442613212859,-0.10146985678179063,1.223487632759134,1.0092340832422437,0.4740526691455379,-0.6719802848090642,-1.1429524390937087,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0.01932800719009993,2024-02-05,2024-02-05,0.11927437184998688,-0.5549158205192565,-1.2101963361204724,0.5896390448547175,-0.6001810083647274,1.1138371804152094,0.5073639038727976,0.17377184440634663,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0.5335487667510319,2024-02-19,2024-02-19,1.5655443620325726,0.5704254931928682,-0.8167041728129428,-1.6198000355808222,0.09099415500756866,-0.9745607693787127,-0.008473894236209306,-1.5732544925250995,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0.01932800719009993,2024-02-03,2024-02-03,1.2874688161718522,1.5130190721996049,-0.9692673532124072,-1.550072490456811,-1.4092551842617207,0.051323084712029086,-0.9272264491583397,-0.15756073673582402,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0.088233588971265,2024-02-08,2024-02-08,-1.19719623563017,-1.3436165703004037,0.5669381365524961,0.9113938615112998,0.09411317650293083,0.49788010786430853,-0.805617020070465,-1.418345753289799,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
