Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Vehicle Type_bus,Vehicle Type_car,Vehicle Type_motorcycle,Vehicle Type_truck,Fuel Type_diesel,Fuel Type_electric,Fuel Type_hybrid,Fuel Type_petrol,Road Type_city,Road Type_highway,Road Type_rural,Traffic Conditions_free flow,Traffic Conditions_heavy,Traffic Conditions_moderate
1.129679391265775,0.755943521900928,1.3247691979905512,-0.9184169950042036,-0.8436001565559051,-0.16657636033545528,-0.015515701514679918,-1.0627328581271556,-1.7219002001156083,0.32272090660560226,0.3773029013332329,1.4031746449004083,0.011005820425650192,1.436411235978066,False,False,True,False,True,False,False,False,False,False,True,False,False,True
-1.6718495938681994,-0.7647557793904626,0.7811417769459768,0.46691075435964746,1.2650004050462402,-0.818958703011612,1.0521199347394798,-1.4541533505148576,0.37323110807448473,0.17506754663858537,-0.6138752941706681,1.3325817070805397,-0.08580535101440465,0.4844608794480467,True,False,False,False,False,False,True,False,False,True,False,False,False,True
-0.45638759374708343,-0.8817326487205696,-1.569205517086502,-0.29342341311894315,-0.21794746495101797,-0.8078699437317883,0.004465217760564579,-0.9444641151229614,-1.5702515418064795,1.656711121694911,-1.533549946484393,-1.6494654357517242,0.9292609886081802,-0.31312242003479357,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0.48530464734059514,-1.7005707340313183,1.4426498061756896,-0.3693622709525875,1.2687690207898095,-0.5211682491886782,-0.9625246668182362,-0.10234633745920672,-1.6822511311689448,1.110946137940641,0.8103854038855193,0.30425391546660696,-0.6393065545760341,-0.031625592996224056,False,False,False,True,False,False,True,False,True,False,False,False,True,False
-0.5596441797897386,0.2880360445805001,-1.6938072865430405,1.291553318742125,-1.1258288945058479,0.8155327066414725,0.5479184067613857,1.6989101637736908,-1.282551976081617,-0.2023569755194121,-0.45721685446043914,1.4041600783130075,-1.0517654846556705,1.2153399835745473,False,False,True,False,False,False,False,True,True,False,False,False,True,False
-0.14450988542966603,-0.8817326487205696,0.42800895599803396,0.37331071392078846,-0.46850145957079536,-0.7816127392496621,-1.5614338639755019,1.018777851193845,1.47992592503554,-1.655987171952858,-1.3420205612901195,1.280466323417784,0.7935065300661804,-1.5892998834313488,False,False,True,False,False,True,False,False,True,False,False,False,True,False
0.3546718391733261,-0.8817326487205696,-0.537443636475676,1.2353652047215475,0.8985404326662539,0.3987481476797804,0.8797673709997,-1.5019064294729354,0.04006790053999989,-0.834844171525234,1.6464567328660062,-1.7210908807879781,-0.12284140501838246,1.0494317555478867,True,False,False,False,False,False,False,True,False,True,False,False,True,False
-1.6508040665655008,-1.1156863873807834,-1.2666260089716361,0.2879235760581526,-1.2536372009866497,-0.75502228718446,-0.38901759506147005,1.701752023896151,0.6346158044090549,0.14796124310136136,0.3885193091070354,-0.22364958000491866,1.306628555892847,1.3131894404671054,True,False,False,False,False,False,True,False,False,True,False,False,True,False
-1.229027650856369,-0.06289456340982083,-0.36787602560445315,0.5480660503300482,0.7351053616168847,0.13831211342606067,0.3907613797071425,-0.5349759103244788,-0.9509130081034253,1.718678477253515,-0.5274307840128803,-1.457631230539392,0.6278164545430063,1.4237762531619893,False,True,False,False,False,False,True,False,False,False,True,True,False,False
1.0313340333851957,-0.41382517140014174,-1.6178963394467814,-1.5431553802049736,-1.0088670374703608,-0.7404115777904614,-1.4841655925173285,0.5784012436711544,-0.29389059236135145,-1.6862696082152426,1.7363947138524738,-0.1595954641075648,-0.43783075932993903,-1.1203146569573492,False,False,True,False,True,False,False,False,True,False,False,False,True,False
-1.4751665981595319,0.2880360445805001,-0.20718127307258277,1.7262281607580734,-0.1039044258378713,1.1503589195760995,0.4330552968108683,1.3380459330821957,-1.6221768733092854,-1.3511852510633562,1.4713137606097302,-1.3652542143005146,-0.1901511343310724,0.4210084023442639,False,False,True,False,True,False,False,False,True,False,False,False,True,False
-0.8824273166880562,-0.41382517140014174,-1.022535642660898,-0.5779107033342281,0.30896534566657885,-0.2440822696457729,-1.2987357952690355,1.192948760929525,-0.29928839155198533,1.6813845685267836,0.028564234240874134,0.2688244732522749,0.7666624916399071,0.1165367755765245,False,True,False,False,False,False,True,False,False,False,True,False,False,True
0.3577078851702732,-0.6477789100603556,1.1003448801503464,-0.18068036649639294,1.2791567834731727,-1.3063150738932932,-1.5987500822443694,0.25717179208797336,0.03947372161327988,1.5887963197847799,-0.04495671598156126,0.8997495231785053,0.008284849203264038,0.09994848813114816,True,False,False,False,False,True,False,False,True,False,False,True,False,False
-0.3323826105179533,-0.29684830207003476,0.38651359372520844,-0.4924774496506927,1.404789855712681,1.1139260235353576,1.2347269539016483,-0.5228426012895513,0.016973308991127877,-0.37930361873315493,-0.12325086382262607,0.6283167382239243,-0.7723488722611597,0.17497351373836523,True,False,False,False,False,True,False,False,False,False,True,False,True,False
0.00020297811625358492,-0.8817326487205696,0.06008032564196625,1.4842109584403174,-1.400068595055787,-0.38648827290839066,-1.3454410392825176,-1.0159429043631207,-0.1788203776554129,-0.2277825227754161,-1.4723123652689483,-1.2921152543422916,-0.6208424874301262,1.6834229492288564,False,False,True,False,True,False,False,False,True,False,False,True,False,False
1.5228987537054623,-1.2326632567108904,-0.48599956732952176,-1.2033389424340215,1.2268592768126678,-1.4950369743943186,0.8790839985240566,-0.5421462370204542,0.1688008292836532,0.9357358442806848,-1.664196540940882,-1.614225921428191,-0.8354925172244568,0.0006257414362862969,False,False,False,True,False,True,False,False,False,True,False,False,True,False
0.6636013284574975,1.2238509992213558,-1.5658622888465112,1.5973383194512512,1.7163552510887305,1.036487347646632,-0.5024919171472971,1.5741883776872019,-0.4074693560650774,1.2618332883826358,1.5271735520116811,0.6887051769574083,-1.4255760928338805,-0.2939587501627754,False,False,False,True,False,False,False,True,True,False,False,True,False,False
0.6377061507791284,-1.1156863873807834,1.4392140318252495,-0.6583744301052882,-0.9880031105276729,0.7615270795632401,-1.4013299540786017,1.4918647082672107,0.04805801725060595,-0.5385049928071418,0.5402693876050341,0.12625309641375232,0.5215647812645386,-0.9014147986664259,False,False,True,False,True,False,False,False,False,False,True,True,False,False
-1.3069984738641258,-1.3496401260409974,-1.2746543840531361,-0.4585078217946113,-1.4837485679183589,0.8372082992128776,1.453743208186537,0.9610839447869637,-1.2934607441066739,1.6352644371304859,0.6601836025444049,-0.6257887986758178,0.771156514222751,-1.4951498227386943,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0.24794339813576619,-1.5835938647012113,1.4925321597080075,-1.7298891897201591,1.1461269461455805,0.6221286993767817,1.0747441646479623,-1.1566233487890145,-0.2478419949580808,0.8674810025669398,-0.9421663070725286,-1.7142194785766376,-1.521295995174693,-1.5979623628603545,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1.1792431873515017,-1.2326632567108904,1.6401316376112638,-0.47125346648962374,-1.6002877836565035,-0.9634470343807512,-0.17709503751829292,-0.0698839346269442,-0.49766084297965574,0.7455468961290808,-0.6132433437036979,-1.3676973167514799,-0.6893087104113363,-1.6828013624709646,False,False,True,False,True,False,False,False,False,False,True,True,False,False
1.0261343937569172,-1.5835938647012113,-0.5446622330907422,-1.6906310570541832,-0.3149526822401159,-0.7322532260960521,-1.6201819086817186,-0.37600086759803814,-1.168335170210971,-0.5750493154866044,1.2266189495885589,0.8933065029636728,0.330654872392131,-0.21186590281579543,False,False,True,False,False,False,False,True,True,False,False,True,False,False
-0.44223084119299483,-0.9987095180506765,-0.6171721106279796,0.8665427658790641,-0.19703562858633616,1.265204933552919,1.4574262909691162,1.6283760579573814,-1.0272672489297707,1.1954630069424812,0.3130130498809878,-0.885936291761596,0.5232208544107879,0.8546809062512996,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1.1178269031917798,-0.5308020407302487,0.329331665731181,0.1052047936242627,-0.3206489502571432,1.4390322080346538,-0.1218032849413402,-0.8882983164311888,0.20304530963396106,-0.4681191973991942,1.2497323658351502,-1.1589987146137095,0.7862272478698781,1.3113710936446346,False,False,False,True,False,True,False,False,False,False,True,True,False,False
0.9000290373458536,-0.7647557793904626,-1.0240048121642848,1.5661877444395438,-0.8581005540305735,1.3929409993208455,-0.29740281333209057,-0.08718921149260335,-1.0896750052699287,1.4629981049809457,-0.23106543437271992,0.5244242967111273,0.10508764395556408,-1.2034658884349203,False,False,False,True,True,False,False,False,True,False,False,False,False,True
1.3069791315472485,1.2238509992213558,-1.6121816171265206,-0.9883150663519531,0.37234311896796607,0.5952199416221818,1.636677371050145,0.4452937992076694,1.0509829081249773,0.27311198972820394,0.33096548987170327,-1.554294530111698,1.0883756119456331,0.7484186830199498,False,False,True,False,False,False,True,False,True,False,False,False,True,False
-0.19092879321209125,0.054082305920286136,0.5179753436188212,-1.5085641248919637,0.639875590486645,-1.4651082421404358,-0.14029071581814948,1.410181041729763,-1.1587934973932115,1.4396382357737123,1.0775637350702048,0.39531349086785816,-1.392149445971492,0.9105289799911244,True,False,False,False,False,True,False,False,False,False,True,False,True,False
-0.86095063562565,0.755943521900928,0.62183521607085,1.1825725548002335,-0.7476161930233275,-1.3368435168613926,0.6748649378789857,0.6615343739343345,1.4778261754014494,-1.414423161053167,-1.395201809804965,-0.21654389028125734,1.1217557553965378,-0.5730214095574426,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1.3544811972736788,-0.8817326487205696,1.6408488699672479,-0.19834183961133053,-1.442194055691832,-0.24245364949956655,0.5129162892470072,0.7438237370889063,1.3115534966162545,-1.3016915672559577,-0.9269171444372275,-1.143654013417254,0.12343857423141176,0.979099517150474,True,False,False,False,False,False,True,False,True,False,False,False,False,True
1.3710739488290853,0.1710591752503931,-0.8736867922665724,-0.5360180224561185,1.2740837037216717,-0.42794536979599984,1.5380339420811737,0.27891449711357474,1.6447550573174388,-1.0312039831435211,1.0206092025014595,-1.5791439950529225,0.18328736852990868,1.6179502190757276,False,True,False,False,False,False,True,False,True,False,False,True,False,False
-0.9729752840260228,1.6917584765417837,1.557279732231287,0.9208462140558089,-1.1147630861791067,-0.7901307155928192,0.29334846310224455,0.3905709780304957,1.7345024908937061,0.3055152111990797,-0.6398371049064085,1.6347896179908548,0.409722512863565,0.14347821942812472,True,False,False,False,False,False,True,False,False,True,False,True,False,False
-1.6897584474354588,0.9898972605611418,-0.2343319882257251,-0.9760214343327066,-1.3171109200872069,-0.17140728012591236,1.058723226632291,0.942863790192193,-1.5594227490541626,0.1420504576893837,1.24825663278413,1.0431442168334257,-1.069208130499517,0.48710715239132135,False,False,False,True,False,False,False,True,True,False,False,False,False,True
-0.7187996387179533,1.1068741298912488,-0.9818963319097309,1.1199765537759032,-1.1643958614489343,1.3914513416859773,0.5488025005518566,-0.4039711053595889,0.335354200194538,1.6762456224337798,0.8602441435700412,0.64296150311949,-0.5566548905375551,-0.06572372635758554,False,True,False,False,False,False,True,False,False,False,True,False,False,True
1.2020738601764263,0.8729203912310349,-0.3308922862160441,0.6788241644010117,-1.742610931851893,-0.7729098551853876,0.6181238704922956,-1.7481179709449328,-1.0698323002763916,1.7161229928355388,0.7289273604958219,-1.422814914796485,1.2734562028798126,0.39157890419925645,False,True,False,False,False,False,True,False,False,False,True,True,False,False
1.3621745553041054,-0.7647557793904626,0.776792109754847,-0.779395427924864,1.6680829989408605,-1.704947964050391,-1.180521288259789,-1.338749526296929,0.8265372837936132,-0.5574372400484664,1.6475908004322508,-1.311027603343588,0.9000216818919885,-0.4407614103163769,False,False,True,False,False,False,False,True,False,False,True,False,False,True
0.15291825567380873,-1.2326632567108904,0.27099291135653397,0.10399303206366772,-0.3265498002017052,1.0992042952807908,0.9509724033734867,1.6449339921709853,-1.5052002100086184,1.3275733573218043,1.5921545451477441,1.3435144436279547,-1.6992074705747295,-0.5479336099291452,False,True,False,False,False,False,True,False,False,False,True,False,True,False
1.3904667002787976,0.054082305920286136,1.6464247731218344,-1.4168479548959807,-1.418877019323378,-0.162055393565588,0.9922863346830992,0.575209497330519,-0.09481237753615265,-1.40986608978065,1.4181462326037488,0.5746362430422471,-0.2501069060840941,-0.8952251802693204,True,False,False,False,False,True,False,False,False,True,False,True,False,False
