Speed_kmh,Acceleration_ms2,Battery_State_%,Battery_Voltage_V,Battery_Temperature_C,Slope_%,Temperature_C,Humidity_%,Wind_Speed_ms,Tire_Pressure_psi,Vehicle_Weight_kg,Distance_Travelled_km,Energy_Consumption_kWh,Driving_Mode_1,Driving_Mode_2,Driving_Mode_3,Road_Type_1,Road_Type_2,Road_Type_3,Traffic_Condition_1,Traffic_Condition_2,Traffic_Condition_3,Weather_Condition_1,Weather_Condition_2,Weather_Condition_3,Weather_Condition_4
111.50736643582246,-2.7738156574639765,30.41514793606419,378.09152521545263,25.314786380149997,6.879445723818213,0.741770214307623,42.17253328021907,7.829253296749894,31.112020262654163,1822.967367715762,20.757508428820994,12.054316837893046,False,True,False,True,False,False,True,False,False,False,False,False,True
48.61232334330797,-0.7969822458298639,97.3855337784473,392.7183768879348,18.24075509694301,-3.007212319399515,-3.495516154077721,57.01842689319608,4.495571702623077,31.504365578709763,2091.8319138377155,0.6429176296592819,4.48870104769729,True,False,False,False,True,False,True,False,False,False,False,False,True
108.73332025589964,0.2537998537264747,84.9126002160525,398.9934951463,44.44914530455246,0.0295845262511011,9.248274673124495,69.02891114196613,5.144488600630693,33.83801470718437,1816.7024972222569,40.84282360003485,11.70137693672586,True,False,False,True,False,False,False,False,True,True,False,False,False
38.57948414974584,-2.111395208237236,28.777904099769607,358.128273196106,28.980154865397843,8.27194304566259,2.8684089901268166,86.63834947009246,4.5182832538230375,33.2560144941778,1283.1026415009658,5.305228735924097,7.389265564508191,True,False,False,False,True,False,False,True,False,False,False,True,False
57.17243836125499,1.477882875414461,29.740159811814276,310.8881616031166,33.18455111284055,2.7768144260838143,16.75024402320902,27.189184748972096,4.263405720024597,33.5796782754992,2160.3507875871123,5.825925674399545,6.761205202007953,False,True,False,True,False,False,True,False,False,False,True,False,False
27.123479737919965,-2.949871774967169,67.55790839300951,345.91299077754365,19.75870476863438,1.0192223120085853,1.6298736724197376,31.005869260044385,10.401325087628466,34.07530664690162,1275.0747733375897,2.510091060779996,4.31906050402437,True,False,False,False,False,True,True,False,False,False,False,False,True
76.85712506110127,-1.988405709395779,47.59113393385466,378.7601146461644,21.262891800566308,8.582446483762626,1.2067481426024085,55.620962663584685,9.753955489719262,31.33249644344908,1831.921072182438,10.101039527342744,9.28572513709307,False,False,True,False,True,False,False,True,False,False,False,False,True
117.47773382097706,0.4847809791208544,22.792468725848742,302.7725324761849,21.741166994940457,-3.5998321328440785,34.464054284673225,49.29324728050328,3.063963519346862,33.4617664746202,2320.2197624769533,8.923132449569461,10.154375379907354,True,False,False,False,False,True,False,False,True,False,True,False,False
72.41917152520544,1.2863253722237538,63.33132062664425,305.6887438356149,34.455749680260524,2.0968417435338456,36.4582615596884,48.75573124785664,10.372780801500513,28.47623166083807,1352.5936100364434,17.458505220815894,8.734982030592302,True,False,False,False,False,True,True,False,False,True,False,False,False
42.93769009362586,2.499858616163497,51.02760797486775,306.71577823828216,26.5797172691258,4.785611469630284,38.38972938645595,40.78730520553073,4.366028939117168,31.11182495925377,2118.616286213689,32.997592673126384,9.139607590819022,True,False,False,False,False,True,False,True,False,False,False,True,False
77.73809351886341,1.2329799116077431,28.08611938973941,373.1035758328311,28.118927838552604,4.128121585225188,25.622609929326035,59.24793589562693,3.025775018247034,28.210928724087488,1260.2263032163964,2.809281958661103,9.3552963469904,False,False,True,False,False,True,False,True,False,False,False,True,False
14.750481415846508,1.0306756215291957,84.15363138047861,350.1166628563172,30.720104375577087,-1.035853183866628,29.69574271581412,81.83018353160014,11.208778206028912,34.40720545723016,2490.9775040232,43.02776043272184,6.935742891556282,True,False,False,False,True,False,False,False,True,False,True,False,False
106.63908963184784,-0.6339531218960142,93.20614122230448,336.88979435205937,36.9084079683376,3.4496935680150465,32.61031398591831,31.264703837650472,5.443021392132453,34.70889647367045,2086.712294418794,16.39627290629214,9.893371837354756,True,False,False,True,False,False,False,True,False,True,False,False,False
60.37007409358037,-2.9922934468391915,80.5275147211304,310.5617045261736,13.162941197936735,5.628426464289726,24.651492660429906,35.07004306470304,8.540257864869957,28.58757342201714,2459.686504552757,30.369705820489063,8.731184312327246,False,True,False,False,True,False,False,False,True,False,True,False,False
53.92196904475705,-2.2790444475862683,85.79378480130218,373.2240250205889,37.19058692765876,3.7732811099004753,9.860939711613812,66.957644845971,3.001859406984396,31.728386510854325,2068.6911539894118,0.6990550993166389,7.207605094790329,False,True,False,False,True,False,False,True,False,False,False,True,False
70.30377461442231,0.2073272685362348,37.31924538128939,332.10198105508994,29.71322741063129,5.266933389659835,2.037414929508585,23.933835800111293,9.205407559888798,30.275977244358085,1514.9680823278386,18.35381496191152,7.948397965703622,True,False,False,True,False,False,True,False,False,False,True,False,False
74.97406353472829,1.050779315066518,41.08583607348808,326.5324070064667,33.418340569934,-1.1588189091681436,5.677298822116754,67.16349396941045,3.119901518824808,30.397739992640147,2404.273867692483,0.2023405040778794,8.19924324438179,False,True,False,False,False,True,False,False,True,False,True,False,False
8.613096747181563,-0.4953102966212253,36.68220322393502,365.2319201553551,21.46431176942667,7.492734254076739,32.81863231322332,42.01193056043361,2.503153851504021,31.15490042962839,2014.6712402779508,8.35636785150311,4.3719906939719575,True,False,False,True,False,False,False,True,False,False,False,True,False
